Tempo	RPM_1	WOW	HP	VCAS	XGPS	YGPS	ZGPS	MagHead	AIL	NZ	THETA	PHI	DAlvo	TBase	
segundos	RPM	bit	ft	m/s	m	m	m	deg	deg	g	deg	deg	m	m	
62796.297	4728.800	1.000	1908.305	15.765	312.933	127.666	610.900	315.909	3.195	-1.183	-18.653	5.394	330.156	38.609	
62796.359	4728.800	1.000	1907.858	15.749	312.933	127.666	610.900	324.620	3.100	-1.263	-19.066	4.818	330.156	38.445	
62796.421	4796.000	1.000	1907.858	15.707	312.933	127.666	610.900	324.620	3.164	-1.263	-18.610	4.724	330.156	38.445	
62796.512	4796.000	1.000	1908.422	15.765	312.933	127.666	610.900	313.122	2.684	-1.183	-18.177	4.635	330.156	38.651	
62796.607	4728.800	1.000	1907.728	16.868	312.933	127.666	610.900	313.580	2.013	-1.075	-17.090	4.766	330.156	38.397	
62796.702	4728.800	1.000	1908.726	17.170	312.933	127.666	610.900	315.000	2.748	-1.007	-16.333	5.017	330.156	38.762	
62796.769	4728.800	1.000	1907.536	17.016	312.933	127.666	610.900	316.762	3.579	-0.911	-15.509	5.507	330.156	38.327	
62796.836	4593.600	1.000	1910.191	18.526	314.615	115.867	610.900	319.268	3.867	-0.905	-14.726	5.241	328.928	39.298	
62796.936	4660.800	1.000	1908.252	18.477	314.615	115.867	610.900	319.279	4.378	-0.786	-13.865	4.604	328.928	38.589	
62797.031	4593.600	1.000	1908.758	18.420	314.615	115.867	610.900	317.490	5.912	-0.806	-12.777	4.306	328.928	38.774	
62797.098	4525.600	1.000	1909.551	18.565	314.615	115.867	610.900	346.185	6.583	-0.895	-12.794	3.719	328.928	39.064	
62797.174	4525.600	1.000	1906.497	18.447	314.615	115.867	610.900	307.674	6.902	-1.152	-14.460	2.829	328.928	37.947	
62797.251	4593.600	1.000	1908.642	18.422	314.615	115.867	610.900	314.132	6.615	-1.281	-15.494	1.897	328.928	38.732	
62797.370	4593.600	1.000	1906.304	18.364	314.615	115.867	610.900	319.205	6.391	-1.014	-14.662	0.843	328.928	37.877	
62797.456	4525.600	1.000	1908.633	18.429	314.615	115.867	610.900	319.525	7.637	-0.712	-12.369	0.026	328.928	38.728	
62797.537	4458.400	1.000	1908.382	18.511	314.615	115.867	610.900	348.536	8.404	-0.528	-10.128	-0.676	328.928	38.637	
62797.618	4458.400	1.000	1907.701	18.544	314.615	115.867	610.900	322.028	7.989	-0.616	-9.953	-1.753	328.928	38.388	
62797.723	4525.600	1.000	1906.609	18.544	314.615	115.867	610.900	322.125	9.203	-0.890	-10.897	-2.432	328.928	37.988	
62797.804	4525.600	1.000	1901.773	18.594	314.615	115.867	610.900	321.103	5.816	-1.099	-12.189	-2.796	328.928	36.219	
62797.904	4593.600	1.000	1903.264	18.635	314.615	115.867	610.900	317.521	4.985	-1.246	-13.960	-3.176	328.928	36.765	
62797.985	4593.600	1.000	1903.578	18.531	314.615	115.867	610.900	322.253	4.793	-1.444	-15.817	-3.065	328.928	36.879	
62798.100	4728.800	1.000	1902.145	18.608	314.615	115.867	610.900	320.377	4.889	-1.510	-17.774	-3.116	328.928	36.355	
62798.176	4728.800	1.000	1901.827	18.699	314.615	115.867	610.900	321.115	5.400	-1.518	-18.870	-3.399	328.928	36.239	
62798.247	4593.600	1.000	1903.896	18.707	314.615	115.867	610.900	336.857	5.273	-1.437	-19.158	-3.829	328.928	36.996	
62798.343	4593.600	1.000	1903.949	18.626	314.805	81.316	610.900	326.056	5.528	-1.251	-18.680	-4.784	323.108	37.015	
62798.452	4525.600	1.000	1900.846	19.142	314.805	81.316	610.900	324.703	5.432	-1.180	-17.985	-5.237	323.108	35.880	
62798.524	4525.600	1.000	1903.452	19.039	314.805	81.316	610.900	344.776	6.167	-1.218	-18.150	-5.719	323.108	36.833	
62798.600	4525.600	1.000	1901.464	19.088	314.805	81.316	610.900	324.597	7.318	-1.253	-18.770	-6.392	323.108	36.106	
62798.686	4390.400	1.000	1902.082	18.934	314.805	81.316	610.900	326.976	7.861	-1.288	-19.224	-7.294	323.108	36.332	
62798.777	4458.400	1.000	1902.082	19.082	314.805	81.316	610.900	325.685	7.733	-1.282	-19.611	-8.284	323.108	36.332	
62798.848	4390.400	1.000	1899.821	18.873	314.805	81.316	610.900	323.052	3.579	-1.259	-19.860	-9.120	323.108	35.505	
62798.920	4390.400	1.000	1900.829	18.752	314.805	81.316	610.900	330.117	1.949	-1.241	-19.904	-9.355	323.108	35.874	
62799.006	4390.400	1.000	1901.465	18.566	314.805	81.316	610.900	324.665	1.630	-1.171	-20.010	-8.721	323.108	36.106	
62799.087	4390.400	1.000	1901.715	18.663	314.805	81.316	610.900	327.162	1.310	-1.029	-19.090	-7.681	323.108	36.198	
62799.211	4390.400	1.000	1902.074	18.638	314.805	81.316	610.900	334.507	1.310	-0.976	-17.918	-6.718	323.108	36.329	
62799.277	4390.400	1.000	1902.674	18.106	314.805	81.316	610.900	334.049	1.917	-0.848	-16.812	-6.178	323.108	36.549	
62799.354	4390.400	1.000	1902.925	18.241	314.805	81.316	610.900	331.336	1.438	-0.721	-15.769	-5.480	323.108	36.641	
62799.420	4323.200	1.000	1904.304	18.225	314.805	81.316	610.900	336.718	1.310	-0.715	-14.497	-4.664	323.108	37.145	
62799.520	4323.200	1.000	1904.206	18.419	314.805	81.316	610.900	338.812	1.150	-0.713	-13.968	-4.136	323.108	37.109	
62799.602	4323.200	1.000	1904.569	18.279	314.805	81.316	610.900	350.259	0.256	-0.702	-13.587	-3.899	323.108	37.242	
62799.683	4323.200	1.000	1903.399	18.378	314.805	81.316	610.900	337.467	0.927	-0.717	-13.018	-3.278	323.108	36.814	
62799.749	4323.200	1.000	1903.399	18.507	314.805	81.316	610.900	342.446	2.972	-0.739	-12.651	-2.813	323.108	36.814	
62799.835	4188.000	1.000	1901.465	18.603	314.805	81.316	610.900	342.002	4.953	-0.888	-12.724	-2.635	323.108	36.107	
62799.921	4256.000	1.000	1901.851	18.411	314.805	81.316	610.900	342.002	4.793	-0.888	-13.081	-3.001	323.108	36.248	
62799.988	4256.000	1.000	1897.396	18.486	314.805	81.316	610.900	337.068	5.624	-0.938	-13.420	-3.350	323.108	34.618	
62800.083	4188.000	1.000	1898.094	18.325	314.805	81.316	610.900	338.515	3.100	-0.989	-13.780	-3.634	323.108	34.874	
62800.193	4256.000	1.000	1898.399	18.259	314.805	81.316	610.900	339.608	1.310	-1.075	-14.265	-3.675	323.108	34.985	
62800.274	4323.200	1.000	1893.621	18.210	314.805	81.316	610.900	340.544	1.246	-1.161	-15.148	-2.975	323.108	33.238	
62800.350	4256.000	1.000	1893.156	18.103	314.805	81.316	610.900	351.399	1.182	-1.240	-16.103	-2.156	323.108	33.067	
62800.426	4323.200	1.000	1893.953	17.970	314.805	81.316	610.900	340.974	1.374	-1.257	-17.120	-1.517	323.108	33.359	
62800.565	4323.200	1.000	1895.140	17.953	298.291	43.249	610.900	347.098	1.055	-1.285	-17.923	-1.264	304.183	33.793	
62800.641	4323.200	1.000	1893.904	17.953	298.291	43.249	610.900	344.230	1.182	-1.161	-18.009	-1.010	304.183	33.341	
62800.708	4323.200	1.000	1894.736	17.969	298.291	43.249	610.900	345.902	1.438	-1.146	-17.767	-0.979	304.183	33.646	
62800.789	4323.200	1.000	1893.107	18.047	298.291	43.249	610.900	346.085	1.118	-1.158	-18.186	-0.503	304.183	33.050	
62800.908	4390.400	1.000	1894.119	18.014	298.291	43.249	610.900	348.451	1.150	-1.217	-18.754	-0.241	304.183	33.420	
62800.989	4323.200	1.000	1892.149	18.239	298.291	43.249	610.900	348.832	1.726	-1.200	-19.214	-0.150	304.183	32.699	
62801.075	4323.200	1.000	1891.357	18.305	298.291	43.249	610.900	346.897	1.246	-1.193	-19.483	0.007	304.183	32.410	
62801.147	4323.200	1.000	1890.462	18.288	290.502	34.900	610.900	348.643	3.675	-1.185	-19.445	0.369	296.474	32.082	
62801.208	4323.200	1.000	1890.377	18.330	290.502	34.900	610.900	351.995	5.720	-1.144	-19.302	0.358	296.474	32.051	
62801.323	4390.400	1.000	1887.628	18.439	289.173	33.155	610.900	349.653	6.966	-1.210	-19.323	-0.139	295.192	31.045	
62801.390	4323.200	1.000	1888.031	18.550	289.173	33.155	610.900	349.509	7.094	-1.247	-19.855	-0.977	295.192	31.193	
62801.456	4323.200	1.000	1888.031	18.599	289.173	33.155	610.900	349.509	9.139	-1.247	-20.423	-1.899	295.192	31.193	
62801.533	4390.400	1.000	1885.989	18.689	289.173	33.155	610.900	348.194	7.030	-1.317	-20.963	-2.775	295.192	30.446	
62801.638	4390.400	1.000	1883.366	18.755	289.173	33.155	610.900	355.601	7.094	-1.338	-21.557	-3.523	295.192	29.487	
62801.709	4390.400	1.000	1883.366	18.780	289.173	33.155	610.900	355.601	5.113	-1.338	-21.756	-3.790	295.192	29.487	
62801.785	4323.200	1.000	1884.145	18.834	289.173	33.155	610.900	348.781	3.227	-1.272	-21.944	-4.044	295.192	29.771	
62801.881	4390.400	1.000	1884.472	18.882	289.173	33.155	610.900	350.901	1.566	-1.309	-22.124	-4.016	295.192	29.891	
62801.952	4390.400	1.000	1885.856	18.915	289.173	33.155	610.900	351.491	1.374	-1.320	-22.810	-3.868	295.192	30.397	
62802.052	4323.200	1.000	1884.387	19.035	289.173	33.155	610.900	353.877	1.118	-1.361	-23.172	-3.081	295.192	29.860	
62802.114	4323.200	1.000	1885.650	19.059	289.173	33.155	610.900	0.360	0.288	-1.249	-22.948	-2.758	295.192	30.322	
62802.196	4390.400	1.000	1887.625	19.076	289.173	33.155	610.900	355.711	-0.415	-1.134	-22.141	-2.678	295.192	31.044	
62802.281	4323.200	1.000	1885.842	19.100	289.173	33.155	610.900	356.027	-1.630	-0.883	-20.884	-1.928	295.192	30.392	
62802.410	4323.200	1.000	1887.025	19.002	289.173	33.155	610.900	356.966	-2.173	-0.772	-19.092	-0.410	295.192	30.825	
62802.477	4256.000	1.000	1884.956	18.977	289.173	33.155	610.900	359.397	-4.250	-0.639	-18.061	0.911	295.192	30.068	
62802.539	4256.000	1.000	1884.956	18.902	289.173	33.155	610.900	0.200	-4.825	-0.619	-16.722	2.744	295.192	30.068	
62802.620	4256.000	1.000	1886.394	18.817	289.173	33.155	610.900	359.803	-5.145	-0.502	-15.454	4.805	295.192	30.594	
62802.711	4188.000	1.000	1886.121	18.864	289.173	33.155	610.900	359.621	-5.305	-0.427	-14.394	7.475	295.192	30.494	
62802.801	4188.000	1.000	1883.789	18.888	289.173	33.155	610.900	2.513	-3.643	-0.570	-14.710	10.671	295.192	29.641	
62802.882	4188.000	1.000	1884.313	18.792	289.173	33.155	610.900	1.355	-1.566	-0.903	-16.024	12.901	295.192	29.833	
62802.958	4256.000	1.000	1881.555	18.677	289.173	33.155	610.900	0.206	-0.863	-1.180	-17.857	13.022	295.192	28.824	
62803.063	4323.200	1.000	1877.132	18.725	262.402	18.483	610.900	0.411	0.032	-1.357	-19.433	12.710	269.312	27.206	
62803.149	4323.200	1.000	1878.363	18.725	262.402	18.483	610.900	0.391	1.406	-1.448	-20.920	12.739	269.312	27.657	
62803.240	4323.200	1.000	1875.068	18.734	262.402	18.483	610.900	359.395	1.885	-1.582	-22.369	12.509	269.312	26.451	
62803.321	4323.200	1.000	1874.786	18.861	253.477	16.054	610.900	-0.000	1.310	-1.574	-23.446	11.983	260.652	26.348	
62803.402	4390.400	1.000	1875.735	19.015	253.477	16.054	610.900	1.575	1.374	-1.429	-23.843	11.213	260.652	26.696	
62803.478	4323.200	1.000	1875.292	19.078	253.477	16.054	610.900	1.575	1.566	-1.429	-22.494	11.030	260.652	26.534	
62803.545	4323.200	1.000	1874.008	19.070	253.477	16.054	610.900	9.705	5.113	-1.135	-21.213	10.855	260.652	26.064	
62803.645	4390.400	1.000	1875.368	18.359	253.477	16.054	610.900	2.165	4.953	-1.031	-19.997	10.358	260.652	26.562	
62803.707	4390.400	1.000	1873.864	18.416	253.477	16.054	610.900	1.402	5.145	-1.017	-19.409	9.650	260.652	26.011	
62803.793	4390.400	1.000	1872.280	18.515	253.477	16.054	610.900	0.988	4.953	-1.052	-19.242	8.654	260.652	25.432	
62803.884	4390.400	1.000	1870.802	18.442	253.477	16.054	610.900	1.922	5.816	-0.997	-18.616	7.629	260.652	24.891	
62803.946	4390.400	1.000	1870.802	18.393	253.477	16.054	610.900	3.265	5.145	-0.899	-17.282	7.033	260.652	24.891	
62804.012	4390.400	1.000	1874.447	18.427	253.477	16.054	610.900	3.265	2.748	-0.899	-15.668	6.668	260.652	26.224	
62804.117	4390.400	1.000	1873.869	18.396	240.566	12.913	610.900	1.771	1.278	-0.669	-14.135	6.321	248.155	26.013	
62804.208	4390.400	1.000	1872.787	18.442	236.769	12.564	610.900	8.130	-0.096	-0.732	-13.577	6.195	244.426	25.617	
62804.289	4323.200	1.000	1871.743	18.403	236.769	12.564	610.900	4.072	-1.566	-0.769	-13.319	6.025	244.426	25.235	
62804.351	4323.200	1.000	1872.764	18.464	236.769	12.564	610.900	4.072	-1.917	-0.769	-13.038	6.278	244.426	25.609	
62804.465	4323.200	1.000	1871.860	19.207	236.769	12.564	610.900	6.442	-2.716	-0.884	-12.772	6.519	244.426	25.278	
62804.546	4323.200	1.000	1872.643	19.215	236.769	12.564	610.900	5.080	-2.333	-0.876	-12.332	7.088	244.426	25.565	
62804.637	4188.000	1.000	1871.300	19.422	236.769	12.564	610.900	9.070	-2.269	-0.786	-11.685	7.532	244.426	25.074	
62804.704	4188.000	1.000	1871.479	19.566	236.769	12.564	610.900	9.070	-2.429	-0.786	-11.177	8.089	244.426	25.139	
62804.823	4120.800	1.000	1869.975	19.541	225.376	10.819	610.900	8.180	-3.068	-0.951	-10.695	8.618	233.346	24.589	
62804.899	4120.800	1.000	1868.923	19.500	225.376	10.819	610.900	8.180	-4.761	-0.951	-10.538	10.223	233.346	24.204	
62804.971	4120.800	1.000	1869.828	19.460	225.376	10.819	610.900	8.155	-5.400	-0.876	-10.388	11.747	233.346	24.535	
62805.033	4120.800	1.000	1867.562	19.437	225.376	10.819	610.900	9.434	-5.081	-0.767	-9.946	13.521	233.346	23.706	
62805.123	4052.800	1.000	1866.797	19.507	225.376	10.819	610.900	10.335	-5.049	-0.849	-9.939	14.771	233.346	23.427	
62805.247	4052.800	1.000	1866.327	19.366	225.376	10.819	610.900	8.746	-0.767	-0.914	-10.215	16.131	233.346	23.254	
62805.333	3985.600	1.000	1862.921	19.310	225.376	10.819	610.900	7.952	1.406	-1.025	-10.913	16.649	233.346	22.009	
62805.400	4120.800	1.000	1862.672	19.417	225.376	10.819	610.900	7.902	2.301	-1.159	-11.967	16.220	233.346	21.918	
62805.490	4052.800	1.000	1859.488	19.290	225.376	10.819	610.900	8.584	3.355	-1.215	-12.898	15.800	233.346	20.753	
62805.586	4188.000	1.000	1857.608	19.328	211.896	10.460	610.900	7.619	4.761	-1.202	-13.081	15.587	220.044	20.066	
62805.667	4120.800	1.000	1857.475	19.441	211.896	10.460	610.900	7.287	5.273	-1.132	-13.004	15.189	220.044	20.017	
62805.748	4120.800	1.000	1856.390	19.482	211.896	10.460	610.900	6.624	5.273	-1.112	-12.785	14.361	220.044	19.620	
62805.805	4188.000	1.000	1853.942	19.629	211.896	10.460	610.900	6.483	4.953	-1.076	-12.659	13.425	220.044	18.725	
62805.905	4188.000	1.000	1854.198	19.674	211.896	10.460	610.900	7.311	3.867	-0.963	-11.890	13.006	220.044	18.818	
62805.982	4256.000	1.000	1855.766	19.719	211.896	10.460	610.900	6.195	3.707	-0.864	-11.177	12.890	220.044	19.392	
62806.058	4256.000	1.000	1852.990	19.775	211.896	10.460	610.900	8.282	3.291	-0.826	-10.606	12.907	220.044	18.376	
62806.172	4256.000	1.000	1854.924	19.870	211.896	10.460	610.900	7.922	3.323	-0.874	-10.503	12.971	220.044	19.084	
62806.282	4323.200	1.000	1851.164	19.907	211.896	10.460	610.900	10.651	2.652	-0.975	-10.822	12.494	220.044	17.708	
62806.368	4323.200	1.000	1848.854	19.900	198.225	10.111	588.100	7.011	3.739	-1.030	-11.093	12.397	206.576	16.864	
62806.425	4256.000	1.000	1848.926	19.930	198.225	10.111	588.100	8.339	4.953	-1.101	-11.661	11.788	206.576	16.890	
62806.516	4323.200	1.000	1845.370	19.953	194.048	10.111	588.100	8.814	5.976	-1.157	-12.304	11.241	202.450	15.589	
62806.625	4323.200	1.000	1848.294	20.010	192.149	9.432	587.100	7.125	5.784	-1.175	-12.839	10.631	200.683	16.659	
62806.692	4323.200	1.000	1844.879	19.807	192.149	9.432	587.100	6.462	6.071	-1.205	-13.076	10.007	200.683	15.410	
62806.759	4323.200	1.000	1844.879	19.792	192.149	9.432	587.100	5.656	6.039	-1.185	-13.338	9.428	200.683	15.410	
62806.845	4390.400	1.000	1842.344	19.777	192.149	9.432	587.100	6.382	6.039	-1.139	-13.549	9.176	200.683	14.483	
62806.931	4323.200	1.000	1842.689	19.906	192.149	9.432	587.100	6.611	5.912	-1.167	-13.735	8.957	200.683	14.609	
62807.012	4390.400	1.000	1844.244	20.019	192.149	9.432	587.100	6.611	6.135	-1.167	-13.747	8.328	200.683	15.178	
62807.078	4390.400	1.000	1844.042	19.929	192.149	9.432	587.100	5.545	6.647	-1.017	-13.758	7.731	200.683	15.104	
62807.150	4390.400	1.000	1842.968	20.028	192.149	9.432	587.100	5.177	7.445	-0.970	-13.341	7.165	200.683	14.711	
62807.217	4390.400	1.000	1842.968	19.990	192.149	9.432	587.100	5.749	7.573	-1.076	-13.945	6.342	200.683	14.711	
62807.322	4390.400	1.000	1841.267	20.110	177.909	9.074	587.100	6.466	7.509	-1.220	-14.696	6.050	186.708	14.089	
62807.403	4323.200	1.000	1840.602	20.264	177.909	9.074	587.100	6.806	7.030	-1.193	-15.201	5.218	186.708	13.845	
62807.479	4323.200	1.000	1839.643	20.561	177.909	9.074	587.100	7.222	7.861	-1.160	-15.481	4.155	186.708	13.494	
62807.560	4323.200	1.000	1837.520	20.621	177.909	9.074	587.100	4.937	5.464	-1.219	-15.776	3.605	186.708	12.718	
62807.660	4390.400	1.000	1837.937	20.560	177.909	9.074	587.100	5.768	2.780	-1.255	-15.987	3.697	186.708	12.870	
62807.746	4458.400	1.000	1838.927	20.508	171.643	9.074	587.100	5.558	2.876	-1.228	-16.129	4.583	180.543	13.233	
62807.837	4458.400	1.000	1838.985	20.449	171.643	9.074	587.100	5.521	2.748	-1.182	-16.307	5.251	180.543	13.254	
62807.913	4458.400	1.000	1837.875	20.546	171.643	9.074	587.100	6.699	2.844	-1.130	-16.092	5.587	180.543	12.848	
62808.003	4525.600	1.000	1837.955	20.612	171.643	9.074	587.100	7.748	4.697	-1.147	-15.877	5.859	180.543	12.877	
62808.065	4525.600	1.000	1837.955	20.672	171.643	9.074	587.100	8.503	4.857	-1.027	-15.397	5.559	180.543	12.877	
62808.161	4458.400	1.000	1839.392	20.559	171.643	9.074	587.100	8.577	3.036	-0.939	-14.685	5.417	180.543	13.403	
62808.237	4525.600	1.000	1838.658	20.484	171.643	9.074	587.100	9.913	1.821	-0.852	-13.975	5.882	180.543	13.134	
62808.328	4458.400	1.000	1838.471	20.283	171.643	9.074	587.100	8.387	1.182	-0.812	-13.531	6.343	180.543	13.066	
62808.404	4525.600	1.000	1837.589	20.246	171.643	9.074	587.100	8.387	1.406	-0.812	-13.607	6.918	180.543	12.743	
62808.485	4525.600	1.000	1838.770	20.215	171.643	9.074	587.100	7.645	1.055	-0.900	-13.679	7.464	180.543	13.175	
62808.590	4525.600	1.000	1836.412	20.200	171.643	9.074	587.100	9.866	0.895	-0.913	-13.492	8.255	180.543	12.313	
62808.700	4458.400	1.000	1831.841	20.146	171.643	9.074	587.100	7.716	6.231	-1.144	-13.843	8.938	180.543	10.641	
62808.776	4458.400	1.000	1831.841	19.994	171.643	9.074	587.100	7.716	7.893	-1.144	-14.418	8.180	180.543	10.641	
62808.871	4525.600	1.000	1835.343	19.906	171.643	9.074	587.100	9.808	9.203	-1.174	-14.964	7.460	180.543	11.922	
62808.938	4525.600	1.000	1832.567	19.737	171.643	9.074	587.100	9.808	9.682	-1.174	-14.906	6.150	180.543	10.907	
62809.043	4593.600	1.000	1833.521	19.626	144.871	8.376	583.000	6.789	9.299	-1.081	-14.851	4.905	154.444	11.256	
62809.134	4593.600	1.000	1833.767	19.664	144.871	8.376	583.000	5.469	8.500	-1.056	-14.844	3.913	154.444	11.345	
62809.219	4525.600	1.000	1835.537	19.778	144.871	8.376	583.000	7.534	5.113	-0.824	-13.187	3.431	154.444	11.993	
62809.281	4525.600	1.000	1835.926	19.733	144.871	8.376	583.000	7.534	3.036	-0.824	-11.090	3.373	154.444	12.135	
62809.367	4390.400	1.000	1836.553	19.891	144.871	8.376	583.000	7.101	2.940	-0.589	-9.098	3.318	154.444	12.364	
62809.448	4390.400	1.000	1835.468	19.951	144.871	8.376	583.000	7.102	3.547	-0.410	-7.909	3.744	154.444	11.968	
62809.544	4256.000	1.000	1832.028	19.951	144.871	8.376	583.000	10.491	4.346	-0.691	-8.661	4.242	154.444	10.709	
62809.649	4256.000	1.000	1831.432	20.043	144.871	8.376	583.000	7.633	4.953	-1.147	-10.066	4.080	154.444	10.491	
62809.739	4188.000	1.000	1831.138	19.982	144.871	8.376	583.000	7.456	6.103	-1.189	-10.951	3.262	154.444	10.384	
62809.820	4120.800	1.000	1831.473	20.099	144.871	8.376	583.000	10.193	6.487	-1.197	-11.434	2.764	154.444	10.506	
62809.916	4120.800	1.000	1829.217	20.155	144.871	8.376	583.000	8.185	4.442	-1.197	-11.728	2.383	154.444	9.681	
62809.992	4120.800	1.000	1829.700	20.170	144.871	8.376	583.000	7.440	2.908	-0.957	-10.787	2.739	154.444	9.858	
62810.102	3985.600	1.000	1830.971	20.185	144.871	8.376	583.000	8.130	2.812	-0.800	-9.219	3.203	154.444	10.323	
62810.183	3985.600	1.000	1829.498	20.282	144.871	8.376	583.000	11.409	2.748	-0.668	-7.849	3.315	154.444	9.784	
62810.264	3917.600	1.000	1828.979	20.148	144.871	8.376	583.000	7.731	2.876	-0.713	-7.565	3.428	154.444	9.594	
62810.340	3782.400	1.000	1829.127	19.937	144.871	8.376	583.000	9.614	4.697	-0.822	-8.369	3.638	154.444	9.648	
62810.435	3782.400	1.000	1825.457	19.818	114.682	6.980	583.000	9.707	5.400	-0.982	-9.582	3.519	125.528	8.306	
62810.526	3648.000	1.000	1825.779	19.825	112.783	6.980	583.000	9.551	5.656	-1.109	-10.795	3.201	123.705	8.424	
62810.626	3648.000	1.000	1824.387	19.778	110.695	6.980	583.000	8.992	4.921	-1.182	-11.550	2.865	121.703	7.915	
62810.717	3580.000	1.000	1824.096	19.845	108.796	6.980	583.000	8.911	3.739	-1.120	-11.849	3.146	119.886	7.808	
62810.841	3580.000	1.000	1825.037	19.907	106.898	6.968	583.000	7.456	3.675	-1.139	-12.120	3.389	118.075	8.152	
62810.931	3444.800	1.000	1824.334	19.736	104.809	6.980	583.000	8.103	3.643	-1.049	-11.803	3.826	116.077	7.895	
62810.998	3444.800	1.000	1824.334	19.699	104.809	6.980	583.000	7.219	4.697	-0.970	-11.667	4.086	116.077	7.895	
62811.069	3512.800	1.000	1822.937	19.491	104.809	6.980	583.000	8.047	6.231	-0.949	-11.724	4.265	116.077	7.384	
62811.165	3377.600	1.000	1820.538	19.498	104.809	6.980	583.000	7.376	7.509	-1.155	-12.333	3.525	116.077	6.507	
62811.246	3444.800	1.000	1820.472	19.563	104.809	6.980	583.000	6.575	7.861	-1.061	-12.816	2.731	116.077	6.482	
62811.322	3444.800	1.000	1820.605	19.744	104.809	6.980	583.000	13.415	7.414	-1.072	-13.109	1.615	116.077	6.531	
62811.399	3444.800	1.000	1820.587	19.563	104.809	6.980	583.000	7.748	7.893	-1.230	-13.847	0.881	116.077	6.524	
62811.489	3444.800	1.000	1819.149	19.571	104.809	6.980	583.000	7.748	8.021	-1.230	-14.964	0.343	116.077	5.999	
62811.570	3444.800	1.000	1819.149	19.458	104.809	6.980	583.000	6.251	4.570	-1.329	-16.025	-0.169	116.077	5.999	
62811.670	3444.800	1.000	1820.955	19.340	90.948	6.631	583.000	6.492	1.630	-1.357	-16.561	-0.130	103.062	6.659	
62811.766	3444.800	1.000	1820.213	19.404	90.948	6.631	583.000	7.756	1.374	-1.129	-16.010	0.631	103.062	6.388	
62811.861	3309.600	1.000	1820.597	19.216	90.948	6.631	583.000	8.863	1.374	-0.683	-14.533	1.557	103.062	6.528	
62811.923	3309.600	1.000	1821.152	19.379	90.948	6.631	583.000	8.863	2.333	-0.683	-13.296	2.087	103.062	6.731	
62812.014	3309.600	1.000	1823.324	19.356	90.948	6.631	583.000	8.512	1.438	-0.606	-12.121	2.590	103.062	7.526	
62812.080	2769.600	1.000	1823.324	19.380	90.948	6.631	583.000	9.216	1.470	-0.766	-12.378	2.804	103.062	7.526	
62812.190	1620.800	1.000	1817.540	19.224	90.948	6.631	583.000	9.493	1.566	-0.960	-13.535	3.110	103.062	5.410	
62812.252	472.800	1.000	1817.540	19.256	90.948	6.631	583.000	12.228	1.726	-1.046	-14.086	3.250	103.062	5.410	
62812.362	134.400	1.000	1816.295	19.091	75.379	6.631	583.000	11.197	1.662	-1.052	-14.208	3.322	88.594	4.955	
62812.448	0.000	1.000	1815.208	18.980	75.379	6.631	583.000	9.431	1.758	-1.073	-14.186	3.655	88.594	4.557	
62812.538	0.000	1.000	1816.556	18.988	75.379	6.631	583.000	9.338	1.821	-1.093	-14.216	4.119	88.594	5.050	
62812.610	0.000	1.000	1815.298	18.823	75.379	6.631	583.000	15.690	1.055	-1.038	-13.985	4.644	88.594	4.590	
62812.700	0.000	1.000	1814.318	18.848	71.583	6.613	583.000	8.632	1.118	-0.888	-12.999	5.466	85.132	4.232	
62812.781	0.000	1.000	1815.714	18.601	71.583	6.613	583.000	9.310	1.118	-0.716	-11.463	6.207	85.132	4.742	
62812.881	0.000	1.000	1813.888	18.488	71.583	6.613	583.000	8.661	2.780	-0.801	-11.477	6.590	85.132	4.074	
62812.948	0.000	1.000	1813.489	18.432	71.583	6.613	583.000	8.846	5.273	-1.014	-12.530	6.698	85.132	3.928	
62813.025	0.000	1.000	1812.962	18.441	65.885	6.631	577.300	9.556	6.838	-1.114	-13.664	6.761	79.974	3.736	
62813.106	0.000	1.000	1813.065	18.400	65.885	6.631	577.300	8.933	7.030	-1.119	-14.360	6.326	79.974	3.773	
62813.187	0.000	1.000	1810.612	18.484	65.885	6.631	577.300	8.377	7.190	-1.224	-15.105	5.145	79.974	2.876	
62813.306	0.000	1.000	1810.673	18.525	59.809	5.933	576.800	10.305	5.145	-1.329	-16.273	4.193	74.902	2.898	
62813.411	0.000	1.000	1810.888	18.354	56.204	5.913	576.800	7.659	3.100	-1.155	-16.576	3.663	71.771	2.977	
62813.473	0.000	1.000	1810.671	18.487	56.204	5.913	576.800	7.659	2.141	-1.155	-15.554	3.976	71.771	2.898	
62813.582	0.000	1.000	1811.781	18.446	56.204	5.913	576.800	6.699	1.566	-0.915	-14.583	4.274	71.771	3.304	
62813.654	0.000	1.000	1813.226	18.394	56.204	5.913	576.800	11.609	1.470	-0.763	-12.719	5.110	71.771	3.832	
62813.749	0.000	1.000	1813.087	18.318	48.799	5.562	576.800	9.273	1.566	-0.708	-11.294	5.726	65.663	3.782	
62813.830	0.000	1.000	1813.154	18.318	48.799	5.562	576.800	7.607	3.547	-0.653	-10.371	6.000	65.663	3.806	
62813.916	0.000	1.000	1810.642	18.252	48.799	5.562	576.800	7.149	6.359	-0.659	-9.741	6.056	65.663	2.887	
62813.993	0.000	1.000	1811.005	18.060	48.799	5.562	576.800	7.358	7.477	-0.878	-10.478	5.841	65.663	3.020	
